text,type,count-occurences-total,count-documents
November 2017,DATE,1,1
April 2018,DATE,1,1
German Parliament,ORG,1,1
atmo)spheres,ORG,1,1
Copyright ©,ORG,1,1
84,CARDINAL,1,1
the University of Warmia,ORG,1,1
Mazury,ORG,1,1
Olsztyn,GPE,1,1
Bill Crowley,PERSON,1,1
De Gruyter,ORG,7,7
the Toronto Public Library,ORG,1,1
TPL,ORG,1,1
Tami Oliphant,PERSON,1,1
De Gruyter 2019,ORG,3,3
Gunreformnow,PERSON,1,1
NRA,ORG,1,1
The National Rifle Association,ORG,1,1
Miyoung Chong,PERSON,1,1
byline,PERSON,1,1
timestamp,PERSON,1,1
Bartosz W. Wojdynski,PERSON,1,1
al.,GPE,1,1
Allcott & Gentzkow,ORG,1,1
Chomsky,PERSON,1,1
Serrano,PERSON,1,1
Volkoff,PERSON,1,1
1999,DATE,1,1
Elmborg,PERSON,1,1
Freire,GPE,2,1
1967;1970,GPE,1,1
Anna Cristina Brisola et al.,PERSON,1,1
Patrick Wilson,PERSON,1,1
InfoWars,ORG,1,1
Thomas J. Froehlich,PERSON,1,1
StopFake,NORP,1,1
Maria Haigh et al.,PERSON,1,1
NATO,ORG,2,1
Eastern,ORG,1,1
Latvian,NORP,2,1
Eastern,NORP,1,1
12 %,PERCENT,1,1
Latvia,GPE,1,1
October 2018,DATE,1,1
Partnership for Peace Consortium of Defense Academies and Security Studies Institutes,ORG,2,2
Forty-one,CARDINAL,1,1
Lesley Farmer,PERSON,1,1
Photoshop,PERSON,1,1
Travis L. Wagner et al.,PERSON,1,1
social justice,ORG,1,1
theoreticians,NORP,1,1
Taylor & Francis,ORG,7,7
"Library and Information Science, Communication Studies",ORG,1,1
Argumentation Theory,ORG,2,1
Discourse Research,ORG,1,1
Critical Discourse Research,ORG,1,1
Iulian Vamanu,PERSON,1,1
the last two decades,DATE,2,2
Facebook,PRODUCT,1,1
DW,ORG,1,1
a period of four months,DATE,1,1
the key date October 1st,DATE,1,1
602,CARDINAL,1,1
17-25 years-old,DATE,1,1
"October 1, 2017",DATE,1,1
80,CARDINAL,1,1
UN,ORG,3,2
15-34 years,DATE,1,1
34.33%,PERCENT,1,1
each day,DATE,1,1
more than 27 hours,TIME,1,1
Mis,PERSON,1,1
Medial,PRODUCT,1,1
more than two hours,TIME,1,1
UAE,GPE,1,1
UAE,ORG,4,1
more than a century,DATE,1,1
CDA,ORG,1,1
Edizioni Universitarie,PERSON,2,2
KGB Operation SIG,ORG,1,1
About 50 years ago,DATE,1,1
KGB,ORG,2,1
Opera-tion,ORG,1,1
SIG,ORG,2,1
PLO,ORG,2,1
Arab Muslim,NORP,1,1
Hamas,ORG,1,1
Findings Operation SIG,ORG,1,1
Informing Science,ORG,2,1
mod-els,PRODUCT,1,1
Conceptual,PERSON,1,1
Future Research,ORG,2,2
"November 8, 2016",DATE,1,1
Bharat Mehra,PERSON,1,1
the second decade of the third millennium,DATE,1,1
135,CARDINAL,1,1
Chileans,NORP,1,1
Cyprus International University,ORG,1,1
n-grams,PERSON,1,1
Jinqing Zhang et al,PERSON,1,1
Zambia,GPE,2,1
© African Studies Association of Australasia,ORG,1,1
up to twenty percent,PERCENT,1,1
Copyright © 2019,ORG,1,1
Venezuelan,NORP,2,1
Colombian,NORP,2,1
Davidson College,ORG,1,1
Communications in Information Literacy,ORG,2,2
more than a quarter of a century,DATE,1,1
SBPjor / Associação Brasileira de Pesquisadores,ORG,4,4
Copyright © 2019 SBPjor / Associação Brasileira de Pesquisa,ORG,1,1
the second decade of the years 2000,DATE,1,1
Projeto Credibilidade,ORG,1,1
Trust Project,ORG,1,1
Copyright © 2019 SBPjor / Associação Brasileira de Pesquisadores,ORG,3,3
228,CARDINAL,1,1
about 132,CARDINAL,1,1
the Membership Categorization Analysis,ORG,1,1
Projeto Comprova,PERSON,2,1
the PoC protocol,LAW,1,1
© Science and Information Organization,ORG,1,1
Curro,ORG,1,1
"the week of Christmas, 2018",DATE,1,1
133,CARDINAL,1,1
his first month,DATE,1,1
November 2016,DATE,1,1
Trump,LOC,4,2
the World War,EVENT,1,1
ABC,ORG,1,1
El Mundo,ORG,1,1
Ibero-American,NORP,1,1
Privacy and Data Protection,ORG,1,1
PbD,GPE,1,1
European Court of Human Rights (,ORG,1,1
Court,ORG,1,1
Article 3 of Protocol 1,LAW,1,1
Article 10 of the European Convention on Human Rights,LAW,1,1
Article 10,LAW,1,1
Electoral Commission,ORG,1,1
Laura Chinchilla,PERSON,1,1
the Organization of American States,ORG,1,1
OAS,ORG,1,1
the Superior Electoral Court,ORG,1,1
Christianity,ORG,1,1
mona abdel-fadil,PERSON,1,1
the first decades,DATE,1,1
Kris Fallon,ORG,1,1
Fallon,ORG,1,1
the previous century,DATE,1,1
the Abu Ghraib,PERSON,1,1
Kristopher Fallon,PERSON,1,1
472,CARDINAL,1,1
Twenty-four,CARDINAL,1,1
Linguistics,NORP,1,1
Benveniste,PERSON,1,1
Folha de S. Paulo,PERSON,1,1
the hour,TIME,1,1
64.95%,PERCENT,1,1
Association for Computational Linguistics (ACL,ORG,1,1
75,CARDINAL,1,1
infomediarian,NORP,1,1
Baly et al.,PERSON,1,1
West Slavic,NORP,1,1
Czech,NORP,2,2
Slovak,GPE,1,1
© 2019 Association for Computational Linguistics (ACL,ORG,1,1
UNED,ORG,1,1
Framed,PERSON,1,1
62,CARDINAL,1,1
1033–1065,CARDINAL,1,1
Misinformation,LAW,1,1
eleven thousand,CARDINAL,1,1
"Fact, Hoax, Information",ORG,1,1
Automatic Multilanguage Detection,ORG,1,1
© 2019 International Journal of Advanced Computer Science,ORG,1,1
Departamento de Literatura EspaÃƒÂƒÃ‚Â±ola-Universidad de Sevilla,PERSON,1,1
Multinomial Naïve Bayes,PERSON,1,1
383,CARDINAL,1,1
Online Education,ORG,1,1
"Facebook, Google",ORG,1,1
Sciedu Press,ORG,1,1
US Presidential Campaign of 2016,ORG,1,1
US Presidential Campaign 2016,ORG,1,1
D. Trump's,PERSON,1,1
the US Presidential Campaign 2016,ORG,1,1
US Political Campaign 2016,ORG,1,1
© Polis,PERSON,1,1
Markov Random Field,PERSON,1,1
PageRank,ORG,1,1
TrustRank,ORG,1,1
AntiTrustRank,ORG,1,1
twenty-three,CARDINAL,1,1
SCITEPRESS,ORG,2,2
Science and Technology Publications,ORG,2,2
Lda,GPE,2,2
500 years ago,DATE,1,1
Magallanes,ORG,1,1
Juan Sebastián Elcano,PERSON,1,1
1421,DATE,1,1
The Year China,EVENT,1,1
2002,DATE,1,1
Gavin Menzies,PERSON,1,1
a century,DATE,1,1
Menzies,ORG,1,1
Magallanes-Elcano,ORG,1,1
Mariano Rajoy,PERSON,2,1
PSOE,NORP,2,1
Soraya Sáenz de Santamaría,ORG,2,1
Albert Rivera,PERSON,2,1
Pablo Iglesias,PERSON,2,1
382,CARDINAL,1,1
More than 85%,PERCENT,1,1
95.4%,PERCENT,1,1
84.38%,PERCENT,1,1
88.89%,PERCENT,1,1
58.1%,PERCENT,1,1
69.23%,PERCENT,1,1
513,CARDINAL,1,1
Flat Earth International Conference,EVENT,1,1
Flemish,LOC,1,1
Schild & Vrienden,ORG,1,1
Moscow State Institute of International Relations,ORG,1,1
the Ministry of Foreign Affairs,ORG,1,1
between 2014-2018,DATE,1,1
multiyear,DATE,1,1
2nd-4th-year,DATE,1,1
MGIMO,PERSON,1,1
Ogarev Mordovia State University,ORG,1,1
"Executive, Legislative and Judicial",ORG,1,1
Escola de Ciencia,ORG,1,1
da Informacao da UFMG,PERSON,1,1
Catalan,GPE,1,1
Basque,NORP,2,1
Berria,GPE,1,1
Argia,GPE,1,1
Goiena,PERSON,1,1
Ara,ORG,1,1
El Punt Avui,ORG,1,1
Vilaweb,ORG,1,1
the end of 2018,DATE,1,1
1967,DATE,1,1
"Goldman, & Olson",ORG,1,1
Shapin,ORG,1,1
Findings Contemporary,ORG,1,1
Allamel-Raffin,FAC,1,1
Greenberg,PERSON,1,1
2004,DATE,2,2
Rosenberger,NORP,1,1
Galileo,PRODUCT,1,1
a century ago,DATE,1,1
Arabatzis,NORP,1,1
López-Cantos,GPE,1,1
Informing Science: the International Journal of an Emerging Transdiscipline,WORK_OF_ART,1,1
Quito,GPE,1,1
© 2019 Scientific Association Icono14,ORG,1,1
APJII,ORG,1,1
Social Media Credibility,ORG,1,1
Universitas,ORG,2,2
Ahmad Dahlan,PERSON,2,2
Facebook Followers,PERSON,1,1
Vector Space Model,PRODUCT,1,1
VSM,ORG,1,1
Facebook News,ORG,1,1
The Science and Information,ORG,1,1
SAI),ORG,1,1
McChesney,ORG,1,1
Beckett,PERSON,1,1
Fletcher,ORG,1,1
Reuters Digital News Report,ORG,1,1
"Belenky, Clinchy, Goldberger",ORG,1,1
Tarule,PERSON,1,1
1986,DATE,1,1
Ways of Knowing,ORG,1,1
Egyptian,NORP,1,1
Contextual Features,ORG,1,1
CMS,ORG,1,1
the K-Nearest Neighbor,LAW,1,1
38,CARDINAL,1,1
the Czech Republic,GPE,1,1
Information Warfare,ORG,1,1
Trumpism,PERSON,1,1
American Political Science Association 2019,ORG,1,1
Strategic Communications',ORG,1,1
the 'Big Data',ORG,1,1
© British International Studies Association,ORG,1,1
Fakebox,ORG,1,1
12.8%,PERCENT,1,1
the Electoral College,ORG,1,1
World Values Survey,ORG,1,1
Verificado México,PERSON,1,1
more than 90,CARDINAL,1,1
March 29,DATE,1,1
"June 27, 2018",DATE,1,1
3116,CARDINAL,1,1
the electoral day,DATE,1,1
Academia Brasileira de Ciencias,ORG,1,1
BMS,ORG,3,1
Barnich,PERSON,1,1
Bondi,GPE,2,1
Newman-Penrose,ORG,1,1
Facebook,GPE,2,2
Conservatives,NORP,1,1
65,CARDINAL,1,1
nearly seven,CARDINAL,1,1
the 1936 International Convention on the Use of Broadcasting,EVENT,1,1
the Cause of Peace,FAC,1,1
1953,DATE,1,1
Convention on the International Right of Correction,ORG,1,1
the League of Nations',ORG,2,1
the United Nations',ORG,1,1
Lisa,PERSON,1,1
Benvenisti,PERSON,1,1
Semarang,GPE,1,1
two months,DATE,1,1
as little as 750,CARDINAL,1,1
one-fifth,CARDINAL,1,1
Afrikaans,NORP,4,1
South African Academy for Science,ORG,1,1
138,CARDINAL,1,1
"Monday, 1995-2018",DATE,1,1
a week,DATE,1,1
1992-2012,DATE,1,1
Subject-Verb-Object Semantic,PRODUCT,1,1
SVOSSTC,ORG,1,1
Verb,ORG,1,1
VidTIMIT,ORG,1,1
AMI,ORG,1,1
GRID,ORG,1,1
© EURASIP 2018,PERSON,1,1
egalitarian,NORP,1,1
Blue Feed,ORG,1,1
Red Feed,ORG,1,1
the Wall Street Journal,ORG,1,1
"5,303",CARDINAL,1,1
"2,614,374",CARDINAL,1,1
Snopes,PRODUCT,1,1
the Association for Computing Machinery,ORG,1,1
Julian Assange,PERSON,1,1
WikiLeaks,NORP,1,1
Catalan,NORP,2,2
the last quarter of 2017,DATE,1,1
"1,708,087",CARDINAL,1,1
99.85%,PERCENT,1,1
totalitarian,NORP,1,1
National Association of Biology Teachers,ORG,1,1
"The Grading of Recommendations, Assessment, Development",ORG,1,1
GRADE,ORG,3,1
influenza vaccine administration,ORG,1,1
the Centers for Disease Control and Prevention,ORG,1,1
the Advisory Committee on Immunization Practice,ORG,1,1
Donahue et al,PERSON,1,1
H1N1,GPE,1,1
current influenza season,DATE,1,1
SAB,ORG,1,1
7.7,DATE,1,1
2.2,CARDINAL,1,1
the previous season,DATE,1,1
the current season,DATE,1,1
1.3,DATE,1,1
© Sidra Zafar,PERSON,1,1
Yacob Habboush,PERSON,1,1
Sary Beidas,PERSON,1,1
"1,525,748",CARDINAL,1,1
"17,989",CARDINAL,1,1
641,CARDINAL,1,1
FeedReflect,ORG,1,1
FeedReflect,PRODUCT,1,1
Community,ORG,1,1
over two,CARDINAL,1,1
Manchester,PERSON,1,1
Las Vegas,GPE,1,1
75.43%,PERCENT,1,1
67.43%,PERCENT,1,1
70.92%,PERCENT,1,1
only 2%,PERCENT,1,1
Maester,PERSON,4,1
the Fake News Challenge,ORG,1,1
© 2018 Association for Computing Machinery,ORG,2,2
the Multimodal Entity Image Repur,ORG,1,1
Flickr,GPE,1,1
MEIR,ORG,1,1
0.23,CARDINAL,1,1
Islamophobia,ORG,2,1
anti-Muslim,NORP,2,1
Islamophobia,GPE,2,1
European Union,ORG,1,1
Islamophobia,LOC,1,1
anti-Islam,PERSON,1,1
countermedia,ORG,1,1
analyse countermedia,ORG,1,1
European Sociological Association,ORG,1,1
the last few decades,DATE,1,1
Multiple Sclerosis (pwMS,ORG,1,1
Influencers,NORP,1,1
SMsocialnetwork,ORG,1,1
April to June 2015,DATE,1,1
MS,ORG,2,1
1420,DATE,1,1
"pwMS, 1",ORG,1,1
Influencers,ORG,3,1
SMsocialnetwork.com,ORG,1,1
115,CARDINAL,1,1
Akadémiai Kiadó,PERSON,1,1
Budapest,GPE,1,1
2018,CARDINAL,10,10
the late 1950s,DATE,1,1
early 1970s,DATE,1,1
Situationist,NORP,2,1
the Big Data,ORG,1,1
Lexicon,ORG,1,1
late 2013,DATE,1,1
July 2014,DATE,1,1
Australian Research Council,ORG,1,1
Sydney,GPE,1,1
Vincent F. Hendricks,PERSON,1,1
Mads Vestergaard,PERSON,1,1
"February 2, 2017",DATE,1,1
Bowling Green,GPE,1,1
Kentucky,GPE,1,1
the Board of Trustees of,ORG,1,1
the University of Illinois,ORG,1,1
AEJMC,ORG,1,1
the XX century,DATE,1,1
their first years,DATE,1,1
ROI,ORG,1,1
SROI,ORG,1,1
his first six months,DATE,1,1
"January 20 to July 20, 2017",DATE,1,1
21D,CARDINAL,1,1
"more than 1,345",CARDINAL,1,1
"570,446",CARDINAL,1,1
Background Digital,ORG,1,1
60 million,CARDINAL,1,1
more than 2.4 million,CARDINAL,1,1
5000,CARDINAL,1,1
Politoscope,WORK_OF_ART,1,1
Gaumont et al,LOC,1,1
Petter Törnberg,PERSON,1,1
CGI,ORG,1,1
PI,DATE,1,1
up to 100%,PERCENT,1,1
between 2010 and 2016,DATE,1,1
Fake News',ORG,1,1
Latent Semantic Analysis,ORG,2,2
9203,CARDINAL,1,1
81.87%,PERCENT,1,1
86.95%,PERCENT,1,1
73.33%,PERCENT,1,1
Fake News/Post-Truth,ORG,1,1
Residual Networks,ORG,1,1
0.97,CARDINAL,1,1
JPEG,ORG,1,1
Event Adversarial Neural Network,ORG,1,1
the European Court of Human Rights,ORG,2,2
the Open University,ORG,1,1
© Helen Clough,PERSON,1,1
Amanda Closier,PERSON,1,1
Buzzfeed News,ORG,1,1
Internationale de Droit Economique,ORG,1,1
heyday,DATE,1,1
the 2017 International Conference on Social Media and Society,EVENT,1,1
Thousands,CARDINAL,1,1
IFLA,ORG,1,1
ALA,ORG,1,1
less than one day,DATE,1,1
another day,DATE,1,1
hundreds of millions,CARDINAL,1,1
11%∼33%,PERCENT,1,1
http://web.cs.wpi.edu/∼kmlee/data/gau.html,ORG,1,1
850,CARDINAL,1,1
over 200 million,CARDINAL,2,2
diphtheria,GPE,1,1
poliovirus,ORG,1,1
Haemophilus,PRODUCT,1,1
under 18 months,DATE,2,1
the European Countries,ORG,1,1
European Countries,ORG,1,1
35.4%,PERCENT,1,1
Lancet,ORG,1,1
Wakefield,GPE,1,1
Mandarin,LANGUAGE,2,1
25-50%,PERCENT,1,1
SERP,ORG,2,1
27-41%,PERCENT,1,1
Between 12 and 24%,DATE,1,1
43-70%,PERCENT,1,1
the 43rd,DATE,1,1
1-5%,PERCENT,1,1
CAM,ORG,2,1
50-100%,PERCENT,1,1
Al-Jefri,PERSON,1,1
Applied Behaviour Analysis,ORG,1,1
the past 40–50 years,DATE,1,1
ABA,ORG,2,1
ABA,GPE,1,1
the National Institute for Health and Care Excellence,ORG,1,1
Stephen Colbert,PERSON,1,1
Colbert,PERSON,1,1
Socratic,NORP,2,1
Sophistic,NORP,1,1
Andrew C. Jones,PERSON,1,1
The United States Centers for Disease Control and Prevention,ORG,1,1
"August 15, 2016",DATE,1,1
"University of Pittsburgh, School of Law",ORG,1,1
Adaptation,PRODUCT,1,1
Climate,ORG,1,1
Baltic Sea Region,LOC,1,1
BSR,ORG,2,1
Eastern BSR,LOC,1,1
Jonas Zemaitis,PERSON,1,1
Mumsnet,NORP,2,1
0.75,CARDINAL,1,1
0.11,CARDINAL,1,1
Routledge Handbook of Sustainability Indicators and Indices,WORK_OF_ART,1,1
59,CARDINAL,1,1
SI,FAC,1,1
2016-,TIME,1,1
Nova de Lisboa - Center,PERSON,2,2
brazilian,NORP,1,1
O Globo,ORG,2,1
Chinese Institute of Electronics,ORG,1,1
Boston,GPE,1,1
Bangkok,GPE,1,1
AI,GPE,1,1
IEEE Security & Privacy,ORG,1,1
Coimbra,GPE,1,1
billions of dollars,MONEY,1,1
RCT,ORG,1,1
ORBITA,ORG,1,1
Therapy of Angioplasty,ORG,1,1
Drug Therapy for Atrial Fibrillation Trial,ORG,1,1
eighth,ORDINAL,1,1
International Literacy Association,ORG,1,1
e. g. by,PERSON,1,1
authoritarian,NORP,1,1
theatre,ORG,1,1
Berlin/Boston,ORG,1,1
modern day,DATE,2,1
Echo Chambers,ORG,1,1
Social Media Platform,ORG,1,1
Black Mirror,ORG,1,1
Creative Commons CC,ORG,2,2
Ed Koltonski,PERSON,1,1
Kent State,PERSON,1,1
two thirds,CARDINAL,1,1
Ilana Stonebraker,PERSON,2,1
Emily Johnson,PERSON,2,1
Purdue University,ORG,1,1
the Middle School Librarian,ORG,1,1
Daystar Academy,ORG,1,1
the University of Michigan,ORG,1,1
Emily johnson,PERSON,1,1
EmoLex,ORG,1,1
Amazon,PRODUCT,1,1
Atlantis Press,ORG,1,1
Hillary Clinton,PERSON,1,1
Obama,GPE,1,1
Hoaxy,ORG,1,1
two million,CARDINAL,1,1
several hundred thousand,CARDINAL,1,1
the six months,DATE,1,1
Shao et al,PERSON,1,1
post-Soviet,NORP,1,1
the Western Balkans,LOC,1,1
May 2017,DATE,2,2
the International AAAI Conference,ORG,1,1
Association for the Advancement of Artificial Intelligence,ORG,1,1
ivory,GPE,1,1
© 2017,ORG,2,2
"the University of California,",ORG,1,1
Santa Barbara,GPE,1,1
2 hours,TIME,1,1
National Institutes of Health,ORG,1,1
Montell,ORG,1,1
March 2017,DATE,2,2
TraceMiner,ORG,2,1
Curb,PRODUCT,1,1
stochastic,NORP,1,1
Mammography,PERSON,2,1
OMRR,ORG,4,1
0.4,CARDINAL,1,1
Maxwell McCombs,PERSON,1,1
22–23,ORG,1,1
Austin,GPE,1,1
Texas,GPE,1,1
McCombs,PERSON,1,1
the Jesse H. Jones Centennial Chair,ORG,1,1
the University of Texas,ORG,1,1
Chapel Hill Study (North Carolina,ORG,1,1
Donald Shaw,PERSON,1,1
1968,DATE,1,1
M.A.,GPE,1,1
B.A.,GPE,1,1
Tulane University,ORG,1,1
Ralph J. Keyes,PERSON,1,1
Keyes,ORG,1,1
Hratsko Filozofsko Drustvo,PERSON,1,1
utopian,NORP,1,1
Tsunami,GPE,1,1
50%-80%,PERCENT,1,1
"Journal of Content, Community & Communication",ORG,2,2
BJP,ORG,4,1
twentieth century,DATE,1,1
Arendtian,NORP,1,1
John LeJeune,PERSON,1,1
Арендт,PERSON,1,1
Второй,PERSON,1,1
Критическая опасность этих обстоятельств состоит в том,EVENT,1,1
в которых,PERSON,1,1
сфере,NORP,2,1
в силу того,PERSON,2,1
что в них,PERSON,1,1
верят,PERSON,1,1
целостности,GPE,1,1
опасность,PERSON,1,1
в свободную прессу,PERSON,1,1
мира,PERSON,2,2
достоверные факты,PERSON,1,1
когда средства,PERSON,1,1
опираясь на,ORG,1,1
нивелируют свою,PERSON,1,1
роль в качестве распространителя,PERSON,1,1
политического субъекта,PRODUCT,1,1
статье высказывается,PERSON,1,1
более фундаментальная,PERSON,1,1
связанная с понятием,PERSON,1,1
свободы мнения» Ханны Арендт,PERSON,1,1
Achrol,ORG,1,1
Chandwaji,ORG,1,1
Jaipur,ORG,1,1
Rajasthan,PERSON,1,1
2016,CARDINAL,1,1
Zygmunt Bauman's,PERSON,1,1
© Wolfgang Heuer,PERSON,1,1
правды,GPE,1,1
в связи,PERSON,1,1
так называемой «,PERSON,1,1
арендтовскому,NORP,1,1
отношений между,PERSON,1,1
достоверности необходима истина,PERSON,1,1
но в то,PERSON,1,1
говоря,GPE,1,1
Арендт,GPE,1,1
мысленного построения,PERSON,1,1
но также,GPE,1,1
Таким,FAC,1,1
ложью,GPE,1,1
выдуманными истинами,GPE,1,1
потеря чувства реальности достигает,FAC,1,1
они,PERSON,1,1
котором ничего,PERSON,1,1
случайно и,PERSON,1,1
является тем,PERSON,1,1
дискредитации политики,PERSON,1,1
Республиканизм Арендт,PERSON,1,1
IL,GPE,9,1
IL,NORP,1,1
©,TIME,1,1
276,CARDINAL,1,1
November 2016 - June 2017,DATE,1,1
Infonia,GPE,1,1
the Pro-Truth Pledge,ORG,1,1
PsychOpen,ORG,1,1
"1,627",CARDINAL,1,1
299,CARDINAL,1,1
0.46,CARDINAL,1,1
© 2018 Association for Computational Linguistics,ORG,1,1
Old Dominion University,ORG,1,1
Norfolk,ORG,1,1
VA,GPE,1,1
CILIP Information Literacy Group,ORG,1,1
the Digital News Report 2017,ORG,1,1
Sur,ORG,1,1
48 or 72 hours,TIME,1,1
Morning Consult,ORG,1,1
with/,CARDINAL,1,1
the Contemporary Science Association,ORG,1,1
Facta Medica,PERSON,1,1
S.R.O. All,ORG,1,1
the Year 2017,DATE,1,1
up to 92%,PERCENT,1,1
99.69%,PERCENT,1,1
United States Presidential Election,EVENT,1,1
Decision Trees,PERSON,1,1
96%,PERCENT,1,1
99.4%,PERCENT,1,1
the Pacific Islands News,ORG,1,1
Tonga,GPE,1,1
May.,GPE,1,1
Pacific Islands,LOC,1,1
eight years,DATE,1,1
likeS.,PERSON,1,1
social network Services,ORG,1,1
5W1H,CARDINAL,1,1
The Environmental Protection Agency,ORG,1,1
EPA,ORG,1,1
Somali,NORP,1,1
Minnesota.2-4,PRODUCT,1,1
Hilary,PERSON,1,1
CountVectorizer,WORK_OF_ART,1,1
TfidfVectorizer,ORG,1,1
Naive Bayes Model,PRODUCT,1,1
© IFIP International Federation for Information Processing,ORG,1,1
URG,ORG,1,1
Smith-Waterman Algorithm,ORG,2,1
up to 99.77%,PERCENT,1,1
Google Image Search,ORG,1,1
Internet Archive Foundation,ORG,1,1
more than 700,CARDINAL,1,1
the democratic organization of society,ORG,1,1
Leviathan,GPE,1,1
Tomsk State University,ORG,1,1
the end of the,DATE,1,1
World War,EVENT,1,1
a hundred years ago,DATE,1,1
Andrew Breitbart,PERSON,1,1
the early 2000s,DATE,1,1
the first 200 days,DATE,1,1
Mao,PERSON,1,1
Stalin,PERSON,1,1
a day,DATE,1,1
the eve of the,DATE,1,1
Dimapur Lynching,PERSON,1,1
Grenfell Tower,FAC,1,1
Axel Gelfert,PERSON,1,1
Trumpexamples,ORG,1,1
Section One,LAW,1,1
Section Two,LAW,1,1
Section Three,LAW,1,1
Stephen Sullivan,PERSON,1,1
NPM,ORG,2,1
Springer International Publishing AG,ORG,1,1
12632,DATE,1,1
Dan Gillmor,PERSON,2,1
the Knight Center for Digital Media Entrepreneurship,ORG,1,1
the News Co/Lab,ORG,1,1
Almost 90%,PERCENT,1,1
Larry Page,PERSON,1,1
Sergey Brin's,PERSON,1,1
twentieth-century,DATE,1,1
Post-Fordist,ORG,2,1
AdWords,ORG,2,1
AdSense,PERSON,1,1
AdSense,PRODUCT,1,1
Ginzburg,GPE,1,1
Freud,PERSON,1,1
Michelangelo,PERSON,1,1
hese,NORP,2,1
P.K. Dick,PERSON,1,1
Dick,PERSON,1,1
SF,GPE,1,1
digital media,ORG,1,1
The Walkley Magazine,ORG,1,1
Media Watch,ORG,1,1
the Media Alliance,ORG,1,1
"Murphy, 2017",ORG,1,1
University of Wollongong,ORG,1,1
the last year,DATE,1,1
meta-analysis,ORG,1,1
CSI,ORG,2,1
Score,GPE,1,1
Integrate,ORG,1,1
Gulf Crisis,EVENT,1,1
Saudi Arabia,GPE,1,1
the United Arab Emirates,GPE,1,1
Bahrain,GPE,1,1
Egypt,GPE,1,1
July 2017,DATE,1,1
the pre-Arab Spring era,DATE,1,1
ten days,DATE,1,1
Fifth,ORDINAL,1,1
Kerman University of Medical Sciences,ORG,2,2
arachnid venom,PERSON,1,1
less than a quarter,CARDINAL,1,1
only 0.5%,PERCENT,1,1
14-15,DATE,1,1
Northern England,LOC,1,1
RG,GPE,1,1
© Emerald Publishing Limited,ORG,1,1
2015 to 2016,DATE,1,1
2017 2017,DATE,1,1
Timothy Caulfield,PERSON,1,1
Alessandro Macron & Blake Murdoch,ORG,1,1
Brian Tarran,PERSON,1,1
Adenosine,NORP,1,1
RNA,ORG,5,1
dsRNA,PRODUCT,1,1
up to,CARDINAL,1,1
one hundred percent,PERCENT,1,1
Aicardi,PERSON,1,1
AGS,PERSON,1,1
RNA,LAW,1,1
LLC © 2017,ORG,1,1
Prajakta Bajad,PERSON,1,1
Michael F. Jantsch,PERSON,1,1
Liam Keegan,PERSON,1,1
Mary O'Connell,PERSON,1,1
"Thieme Medical Publishers, Inc.",ORG,1,1
IJIR,ORG,1,1
as eight,CARDINAL,1,1
only about one percent,PERCENT,1,1
UNHCR,ORG,1,1
CrowdFlower,ORG,1,1
approximately 80%,PERCENT,1,1
System of Systems,ORG,1,1
Craig R. McClain,PERSON,1,1
0.79,CARDINAL,1,1
Bias,PERSON,1,1
UnbiasedCrowd,ORG,1,1
"the Association for Computing Machinery, Inc.",ORG,1,1
The News Feature ‘,ORG,1,1
Nature Publishing Group,ORG,1,1
GIScience,ORG,1,1
© 2017 Association for Computational Linguistics,ORG,2,2
Grexit,ORG,1,1
François Fillon,PERSON,2,1
Amossy,PERSON,2,1
Amossy,GPE,1,1
Wydawnictwo Naukowe INVIT,ORG,1,1
decade-long,DATE,1,1
12.8,CARDINAL,1,1
minutes,TIME,1,1
Propagation Tree Kernel,PRODUCT,1,1
Information Systems,ORG,1,1
100hardtruths-#fakenews,MONEY,1,1
the first 100 days,DATE,1,1
the U. S. Presidency,ORG,1,1
Berlin/Boston 2017,ORG,1,1
Marju Himma-Kadakas,PERSON,1,1
Cosmopolitan Civil Societies Journal,ORG,1,1
Gary Levy,PERSON,1,1
the dynamics of information capitalism,ORG,1,1
Jonathan Marshall,PERSON,1,1
World Cup 2014,EVENT,1,1
0.988,CARDINAL,1,1
0.818,CARDINAL,1,1
Channel One,ORG,1,1
Stopfake.org,ORG,1,1
five week,DATE,1,1
Saturday,DATE,2,1
Weekend Update,WORK_OF_ART,1,1
2012,CARDINAL,3,3
Taylor and Francis Group,ORG,3,3
Chris Morris's,PERSON,1,1
Brass Eye,ORG,2,1
Morris,PERSON,1,1
Newstopia,ORG,1,1
Turner,PERSON,1,1
Transgressive TV,WORK_OF_ART,1,1
Jon Stewart,PERSON,1,1
The Daily Show,WORK_OF_ART,1,1
The Daily Show,EVENT,1,1
Copyright © 2005,ORG,1,1
Taylor & Francis Inc.,ORG,1,1
